Timestamp,Value
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8891547,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.8914485,0
1724324409.892635,0
1724324409.892708,0
1724324409.892708,0
1724324409.892708,0
1724324409.892708,0
1724324409.892708,0
1724324409.892708,0
1724324409.892708,10
1724324409.892708,24
1724324409.892708,30
1724324409.8937185,44
1724324409.8937185,60
1724324409.8937185,70
1724324409.8937185,70
1724324409.8937185,67
1724324409.8937185,70
1724324409.8937185,67
1724324409.8937185,73
1724324409.8937185,66
1724324409.8937185,71
1724324409.894753,75
1724324409.894753,79
1724324409.894753,78
1724324409.894753,77
1724324409.894753,76
1724324409.894753,78
1724324409.894753,76
1724324409.894753,79
1724324409.894753,79
1724324409.894753,80
1724324409.8958225,76
1724324409.8958225,80
1724324409.8958225,80
1724324409.8958225,81
1724324409.8958225,82
1724324409.8958225,82
1724324409.8958225,83
1724324409.8958225,83
1724324409.8967159,79
1724324409.8967159,82
1724324409.8967159,80
1724324409.8967159,80
1724324409.8967159,78
1724324409.8967159,78
1724324409.8967159,83
1724324409.8967159,81
1724324409.8967159,83
1724324409.8967159,79
1724324409.8967159,79
1724324409.8967159,81
1724324409.8967159,74
1724324409.8967159,82
1724324409.8967159,77
1724324409.8967159,76
1724324409.8967159,77
1724324409.8967159,80
1724324409.8967159,80
1724324409.8967159,75
1724324409.8967159,70
1724324409.8967159,73
1724324409.8967159,81
1724324409.8967159,78
1724324409.8967159,79
1724324409.8967159,76
1724324409.8967159,76
1724324409.8995783,78
1724324409.8995783,67
1724324409.8995783,75
1724324409.8995783,70
1724324409.8995783,76
1724324409.8995783,76
1724324409.8995783,73
1724324409.8995783,75
1724324409.8995783,69
1724324409.8995783,74
1724324409.8995783,67
1724324409.8995783,76
1724324409.8995783,74
1724324409.8995783,76
1724324409.8995783,70
1724324409.8995783,70
1724324409.8995783,71
1724324409.8995783,71
1724324409.8995783,70
1724324409.9016323,68
1724324409.9016323,67
1724324409.9016323,71
1724324409.9016323,68
1724324409.9016323,79
1724324409.9016323,57
1724324409.9016323,70
1724324409.9016323,67
1724324409.9016323,66
1724324409.9016323,71
1724324409.9016323,60
1724324409.9016323,65
1724324409.9029572,64
1724324409.9029572,64
1724324409.9029572,62
1724324409.9029572,57
1724324409.9029572,62
1724324409.9029572,67
1724324409.9029572,67
1724324409.9029572,62
1724324409.9029572,65
1724324409.903972,67
1724324409.903972,56
1724324409.903972,60
1724324409.903972,57
1724324409.903972,57
1724324409.903972,52
1724324409.903972,46
1724324409.903972,48
1724324409.903972,46
1724324409.9049747,50
1724324409.9049747,48
1724324409.9049747,44
1724324409.9049747,41
1724324409.9049747,35
1724324409.9049747,25
1724324409.9049747,14
1724324409.9049747,0
1724324409.9049747,0
1724324409.9049747,0
1724324409.9049747,0
1724324409.9049747,0
1724324409.9049747,0
1724324409.9049747,0
1724324409.9064667,0
1724324409.9064667,0
1724324409.90673,0
1724324409.90673,0
1724324409.90673,0
1724324409.90673,0
1724324409.90673,0
1724324409.90673,0
1724324409.90673,0
1724324409.90673,0
1724324409.9076107,0
1724324409.9076107,0
1724324409.907776,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.9078777,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.908886,0
1724324409.912676,0
1724324409.912676,0
1724324409.912676,0
1724324409.912676,0
1724324409.912676,0
1724324409.912676,0
1724324409.912676,0
1724324409.912676,0
1724324409.912676,0
1724324409.912676,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.9136882,0
1724324409.914691,0
1724324409.914691,0
1724324409.914691,0
1724324409.914691,4
1724324409.914691,14
1724324409.914691,27
1724324409.914691,38
1724324409.914691,54
1724324409.914691,61
1724324409.914691,65
1724324409.9156933,72
1724324409.9156933,68
1724324409.9156933,76
1724324409.9156933,72
1724324409.9156933,77
1724324409.9156933,75
1724324409.9156933,77
1724324409.9156933,76
1724324409.9156933,78
1724324409.9156933,78
1724324409.9156933,78
1724324409.9168413,76
1724324409.9168413,77
1724324409.9168413,73
1724324409.9168413,71
1724324409.9168413,80
1724324409.9168413,77
1724324409.9168413,81
1724324409.9168413,81
1724324409.9168413,83
1724324409.9178438,83
1724324409.9178438,81
1724324409.9178438,84
1724324409.9178438,81
1724324409.9178438,80
1724324409.9178438,84
1724324409.9178438,81
1724324409.9178438,83
1724324409.9178438,84
1724324409.9178438,82
1724324409.9189079,78
1724324409.9189079,78
1724324409.9189079,79
1724324409.9189079,80
1724324409.9194381,82
1724324409.9194381,83
1724324409.9194381,80
1724324409.9194381,79
1724324409.9194381,78
1724324409.9201114,80
1724324409.9201114,80
1724324409.9201114,79
1724324409.9201114,74
1724324409.9201114,80
1724324409.9201114,72
1724324409.9201114,81
1724324409.9201114,80
1724324409.9201114,75
1724324409.9201114,77
1724324409.9211922,79
1724324409.9211922,71
1724324409.9211922,78
1724324409.9211922,78
1724324409.9211922,79
1724324409.9211922,76
1724324409.9219213,72
1724324409.9219213,76
1724324409.9219213,80
1724324409.9219213,78
1724324409.9219213,76
1724324409.9219213,71
1724324409.9219213,74
1724324409.9219213,72
1724324409.9219213,69
1724324409.9236803,70
1724324409.9236803,70
1724324409.9236803,74
1724324409.9236803,76
1724324409.9236803,73
1724324409.9236803,71
1724324409.9236803,72
1724324409.9236803,75
1724324409.9236803,68
1724324409.924694,67
1724324409.924694,72
1724324409.924694,70
1724324409.924694,72
1724324409.924694,70
1724324409.924694,70
1724324409.924694,59
1724324409.924694,66
1724324409.924694,67
1724324409.924694,62
1724324409.9257748,56
1724324409.9257748,68
1724324409.9257748,71
1724324409.9257748,67
1724324409.9257748,64
1724324409.9257748,64
1724324409.9257748,63
1724324409.9257748,63
1724324409.9257748,58
1724324409.9257748,62
1724324409.9257748,52
1724324409.9257748,58
1724324409.9257748,64
1724324409.9257748,59
1724324409.9257748,55
1724324409.9257748,56
1724324409.9257748,52
1724324409.9279385,51
1724324409.92806,53
1724324409.92806,51
1724324409.92806,47
1724324409.92806,39
1724324409.92806,28
1724324409.92806,17
1724324409.92806,1
1724324409.92806,0
1724324409.92806,0
1724324409.92806,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9290736,0
1724324409.9300766,0
1724324409.9300766,0
1724324409.9300766,0
1724324409.9300766,0
1724324409.9300766,0
1724324409.9300766,0
1724324409.9300766,0
1724324409.9300766,0
1724324409.9300766,0
1724324409.9310787,0
1724324409.9310787,0
1724324409.9310787,0
1724324409.9310787,0
1724324409.9310787,0
1724324409.9310787,0
1724324409.9316943,0
1724324409.9316943,0
1724324409.9316943,0
1724324409.9316943,0
1724324409.9316943,0
1724324409.9316943,0
1724324409.9316943,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9325347,0
1724324409.9335465,0
1724324409.9335465,0
1724324409.9335465,0
1724324409.9335465,0
1724324409.9335465,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9340804,0
1724324409.9374287,0
1724324409.9374287,0
1724324409.9375894,0
1724324409.9377034,0
1724324409.9377034,0
1724324409.9377034,0
1724324409.9377034,7
1724324409.9377034,21
1724324409.9377034,30
1724324409.9377034,44
1724324409.9377034,59
1724324409.9377034,66
1724324409.9387114,65
1724324409.9387114,70
1724324409.9387114,67
1724324409.9387114,71
1724324409.9387114,68
1724324409.9387114,76
1724324409.9387114,76
1724324409.9387114,75
1724324409.9387114,80
1724324409.9387114,77
1724324409.939715,79
1724324409.939715,80
1724324409.939715,79
1724324409.939715,81
1724324409.939715,79
1724324409.939715,80
1724324409.939715,78
1724324409.939715,79
1724324409.939715,83
1724324409.9407167,83
1724324409.9407167,81
1724324409.9407167,82
1724324409.9407167,84
1724324409.9407167,82
1724324409.9407167,81
1724324409.9407167,80
1724324409.9407167,79
1724324409.9407167,83
1724324409.9407167,83
1724324409.941696,84
1724324409.941696,81
1724324409.941696,83
1724324409.941696,80
1724324409.941696,83
1724324409.941696,78
1724324409.941696,76
1724324409.941696,79
1724324409.941696,76
1724324409.941696,80
1724324409.941696,81
1724324409.941696,79
1724324409.941696,78
1724324409.941696,79
1724324409.941696,77
1724324409.941696,73
1724324409.941696,78
1724324409.941696,78
1724324409.941696,77
1724324409.941696,77
1724324409.941696,73
1724324409.941696,79
1724324409.9439397,79
1724324409.9439397,80
1724324409.9439397,68
1724324409.9439397,75
1724324409.9439397,77
1724324409.9439397,78
1724324409.9439397,77
1724324409.9439397,73
1724324409.9439397,73
1724324409.9439397,75
1724324409.9439397,79
1724324409.9439397,77
1724324409.9439397,75
1724324409.9439397,73
1724324409.9439397,72
1724324409.9439397,72
1724324409.9439397,68
1724324409.9439397,75
1724324409.9439397,75
1724324409.9439397,68
1724324409.9439397,76
1724324409.9439397,75
1724324409.9439397,69
1724324409.9439397,67
1724324409.9439397,75
1724324409.9439397,70
1724324409.9439397,64
1724324409.9439397,70
1724324409.9439397,73
1724324409.9439397,66
1724324409.9439397,66
1724324409.9439397,65
1724324409.9473073,70
1724324409.9474857,65
1724324409.9474857,63
1724324409.9476225,62
1724324409.9476225,66
1724324409.9476225,71
1724324409.9476225,65
1724324409.9476225,56
1724324409.9476225,60
1724324409.9476225,56
1724324409.9476225,60
1724324409.9476225,60
1724324409.9476225,59
1724324409.9486263,65
1724324409.9486263,60
1724324409.9486263,56
1724324409.9486263,51
1724324409.9486263,44
1724324409.9486263,47
1724324409.9486263,48
1724324409.9486263,41
1724324409.9486263,39
1724324409.949655,30
1724324409.949655,17
1724324409.949655,3
1724324409.949655,0
1724324409.949655,0
1724324409.949655,0
1724324409.949655,0
1724324409.949655,0
1724324409.949655,0
1724324409.949655,0
1724324409.949655,0
1724324409.949655,0
1724324409.949655,0
1724324409.9510336,0
1724324409.9511056,0
1724324409.9511056,0
1724324409.9511056,0
1724324409.9511056,0
1724324409.9511056,0
1724324409.9511056,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.9517875,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.953776,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9549487,0
1724324409.9565156,0
1724324409.9565156,0
1724324409.9565156,0
1724324409.9565156,0
1724324409.9565156,0
1724324409.9565156,0
1724324409.9565156,0
1724324409.957149,0
1724324409.957149,0
1724324409.957149,0
1724324409.957149,0
1724324409.957149,0
1724324409.957149,0
1724324409.957149,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.9581625,0
1724324409.959235,3
1724324409.959235,16
1724324409.959235,24
1724324409.959235,41
1724324409.959235,49
1724324409.959235,62
1724324409.959235,64
1724324409.959235,68
1724324409.959235,67
1724324409.959235,74
1724324409.9602375,71
1724324409.9602375,73
1724324409.9602375,73
1724324409.9602375,76
1724324409.9602375,76
1724324409.9602375,79
1724324409.9602375,78
1724324409.9602375,78
1724324409.9602375,79
1724324409.9602375,76
1724324409.9602375,76
1724324409.9612398,75
1724324409.9612398,82
1724324409.9612398,83
1724324409.9612398,81
1724324409.9616845,79
1724324409.9616845,81
1724324409.9616845,81
1724324409.9616845,83
1724324409.9616845,82
1724324409.9616845,83
1724324409.9616845,82
1724324409.9616845,81
1724324409.9616845,83
1724324409.9616845,84
1724324409.9616845,80
1724324409.9616845,81
1724324409.9616845,83
1724324409.9616845,80
1724324409.9616845,81
1724324409.9616845,80
1724324409.9616845,78
1724324409.9616845,79
1724324409.9616845,76
1724324409.9616845,76
1724324409.9616845,80
1724324409.9616845,79
1724324409.9616845,79
1724324409.9616845,79
1724324409.9616845,80
1724324409.9616845,79
1724324409.9616845,80
1724324409.9616845,79
1724324409.9616845,77
1724324409.9616845,74
1724324409.9616845,71
1724324409.9616845,81
1724324409.9616845,79
1724324409.9616845,76
1724324409.9616845,79
1724324409.9616845,73
1724324409.9616845,65
1724324409.9616845,76
1724324409.9616845,76
1724324409.9616845,75
1724324409.9616845,73
1724324409.9658594,79
1724324409.9658594,71
1724324409.9658594,70
1724324409.9658594,72
1724324409.9658594,75
1724324409.9658594,73
1724324409.9658594,76
1724324409.9658594,71
1724324409.9658594,75
1724324409.9658594,60
1724324409.966937,63
1724324409.966937,68
1724324409.966937,71
1724324409.9673707,68
1724324409.9673707,71
1724324409.9675758,69
1724324409.9675758,71
1724324409.9675758,73
1724324409.9675758,65
1724324409.9675758,64
1724324409.9675758,61
1724324409.9675758,59
1724324409.9675758,61
1724324409.9675758,63
1724324409.9675758,57
1724324409.968604,65
1724324409.968604,67
1724324409.968604,64
1724324409.968604,70
1724324409.968604,67
1724324409.968604,59
1724324409.968604,51
1724324409.968604,55
1724324409.968604,59
1724324409.968604,59
1724324409.9696069,56
1724324409.9696069,51
1724324409.9696069,54
1724324409.9696069,52
1724324409.9696069,51
1724324409.9696069,54
1724324409.9696069,51
1724324409.9696069,48
1724324409.9696069,49
1724324409.9696069,44
1724324409.970816,37
1724324409.970816,27
1724324409.970816,18
1724324409.970816,2
1724324409.970816,0
1724324409.970816,0
1724324409.970816,0
1724324409.970816,0
1724324409.970816,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.971694,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9747188,0
1724324409.9771109,0
1724324409.9771109,0
1724324409.9771109,0
1724324409.9771109,0
1724324409.9771109,0
1724324409.9771109,0
1724324409.9771109,0
1724324409.9771109,0
1724324409.9771109,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.9781232,0
1724324409.979126,0
1724324409.979126,0
1724324409.979126,0
1724324409.979126,0
1724324409.979126,0
1724324409.979126,0
1724324409.979126,0
1724324409.979126,0
1724324409.979126,0
1724324409.979126,1
1724324409.9801283,10
1724324409.9801283,21
1724324409.9801283,33
1724324409.9801283,46
1724324409.9801283,54
1724324409.9801283,67
1724324409.9801283,67
1724324409.9801283,65
1724324409.9801283,67
1724324409.9801283,66
1724324409.9811306,73
1724324409.9811306,71
1724324409.9811306,78
1724324409.9811306,75
1724324409.9811306,79
1724324409.9811306,77
1724324409.9816976,79
1724324409.9816976,79
1724324409.9816976,76
1724324409.9816976,76
1724324409.9816976,71
1724324409.9816976,79
1724324409.9816976,84
1724324409.9816976,78
1724324409.982529,80
1724324409.982529,82
1724324409.982529,84
1724324409.982529,80
1724324409.982529,82
1724324409.982529,82
1724324409.982529,82
1724324409.982529,83
1724324409.982529,84
1724324409.982529,84
1724324409.982529,83
1724324409.982529,81
1724324409.9837823,82
1724324409.9837823,78
1724324409.9837823,81
1724324409.9841094,77
1724324409.9841094,80
1724324409.9841094,78
1724324409.9841094,77
1724324409.9841094,78
1724324409.9841094,84
1724324409.9841094,80
1724324409.9841094,79
1724324409.9841094,75
1724324409.9841094,81
1724324409.9841094,75
1724324409.9841094,79
1724324409.9841094,76
1724324409.9841094,83
1724324409.9841094,80
1724324409.9841094,76
1724324409.9841094,76
1724324409.9841094,78
1724324409.9841094,77
1724324409.9841094,70
1724324409.9841094,76
1724324409.9841094,73
1724324409.9841094,77
1724324409.9841094,72
1724324409.9841094,70
1724324409.9841094,73
1724324409.9841094,79
1724324409.9841094,71
1724324409.9841094,71
1724324409.9841094,77
1724324409.9841094,75
1724324409.9841094,71
1724324409.9874141,74
1724324409.9875658,76
1724324409.9875658,70
1724324409.9877002,73
1724324409.9877002,72
1724324409.9877002,69
1724324409.9877002,71
1724324409.9877002,72
1724324409.9877002,64
1724324409.9877002,69
1724324409.9877002,75
1724324409.9877002,65
1724324409.98871,70
1724324409.98871,70
1724324409.98871,71
1724324409.98871,56
1724324409.98871,66
1724324409.98871,65
1724324409.98871,68
1724324409.98871,68
1724324409.98871,68
1724324409.98871,67
1724324409.9897218,72
1724324409.9897218,68
1724324409.9897218,72
1724324409.9897218,67
1724324409.9897218,64
1724324409.9897218,64
1724324409.9897218,67
1724324409.9897218,60
1724324409.9897218,49
1724324409.9897218,55
1724324409.9907966,57
1724324409.9907966,56
1724324409.9907966,56
1724324409.9907966,51
1724324409.9907966,56
1724324409.9907966,51
1724324409.9907966,50
1724324409.9907966,41
1724324409.9916658,34
1724324409.9916658,23
1724324409.9916658,11
1724324409.9919574,0
1724324409.9919574,0
1724324409.9919574,0
1724324409.9919574,0
1724324409.9919574,0
1724324409.9919574,0
1724324409.9919574,0
1724324409.9919574,0
1724324409.9919574,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9929688,0
1724324409.9969738,0
1724324409.9971151,0
1724324409.9971151,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9972441,0
1724324409.9982705,0
1724324409.9982705,0
1724324409.9982705,0
1724324409.9982705,0
1724324409.9982705,0
1724324409.9982705,0
1724324409.9982705,0
1724324409.9982705,0
1724324409.9982705,0
1724324409.999273,0
1724324409.999273,0
1724324409.999273,0
1724324409.999273,0
1724324409.999273,0
1724324409.999273,0
1724324409.999273,0
1724324409.999273,0
1724324410.0002735,0
1724324410.0002735,0
1724324410.0002735,0
1724324410.0002735,0
1724324410.0002735,0
1724324410.0002735,0
1724324410.0002735,0
1724324410.0002735,0
1724324410.0012383,0
1724324410.0012383,0
1724324410.0012383,4
1724324410.0012383,14
1724324410.0012383,24
1724324410.0017674,36
1724324410.0017674,56
1724324410.0017674,59
1724324410.0017674,68
1724324410.0017674,68
1724324410.0017674,76
1724324410.0017674,75
1724324410.0017674,71
1724324410.0017674,75
1724324410.0017674,71
1724324410.0017674,76
1724324410.0017674,77
1724324410.0017674,76
1724324410.0017674,77
1724324410.0017674,81
1724324410.0017674,79
1724324410.0017674,78
1724324410.0017674,78
1724324410.0017674,79
1724324410.0017674,78
1724324410.0017674,82
1724324410.003984,83
1724324410.003984,83
1724324410.003984,83
1724324410.003984,79
1724324410.003984,82
1724324410.003984,83
1724324410.003984,83
1724324410.003984,82
1724324410.003984,80
1724324410.003984,83
1724324410.003984,81
1724324410.003984,82
1724324410.0051942,83
1724324410.0051942,79
1724324410.0051942,79
1724324410.0051942,80
1724324410.0051942,83
1724324410.0051942,82
1724324410.0051942,79
1724324410.0051942,78
1724324410.0051942,78
1724324410.0051942,79
1724324410.0051942,74
1724324410.0051942,78
1724324410.0051942,78
1724324410.0064585,78
1724324410.0064585,79
